iata	airport	city	country	prominent
ORT	Northway	Northway	United States	false
ORU	Oruro	Oruro	Bolivia	false
ORV	Curtis Memorial	Noorvik	United States	false
ORW	Ormara	Ormara	Pakistan	false
ORX	Oriximina	Oriximina	Brazil	false
ORY	Orly	Paris	France	true
ORZ	Orange Walk	Orange Walk	Belize	false
OSB	Osage Beach	Osage Beach	United States	false
OSC	Wurtsmith AFB	Oscoda	United States	false
OSD	Are/Ostersund Airport	Ostersund	Sweden	false
OSE	Omora	Omora	Papua New Guinea	false
OSG	Ossima	Ossima	Papua New Guinea	false
OSH	Wittman Field	Oshkosh	United States	false
OSI	Osijek	Osijek	Croatia	false
OSK	Oskarshamn	Oskarshamn	Sweden	false
OSL	Gardermoen	Oslo	Norway	false
OSM	Mosul	Mosul	Iraq	false
OSN	Osan AB	Osan	South Korea	false
OSO	Osborne Mine	Osborne Mine	Australia	false
OSR	Mosnov	Ostrava	Czech Republic	false
OSS	Osh International Airport	Osh	Kyrgyzstan	false
OST	Ostend/Bruges International Airport	Ostend	Belgium	false
OSU	Ohio State University	Columbus	United States	false
OSW	Orsk	Orsk	Russia	true
OSX	Attala County	Kosciusko	United States	false
OSY	Namsos	Namsos	Norway	false
OSZ	Koszalin	Koszalin	Poland	false
OTA	Mota	Mota	Ethiopia	false
OTC	Bol	Bol	Chad	false
OTD	Contadora	Contadora	Panama	false
OTG	Worthington	Worthington	United States	false
OTH	North Bend	North Bend	United States	false
OTI	Pitu	Pitu	Indonesia	false
OTJ	Otjiwarongo	Otjiwarongo	Namibia	false
OTK	Tillamook	Tillamook	United States	false
OTL	Boutilimit	Boutilimit	Mauritania	false
OTM	Industrial	Ottumwa	United States	false
OTN	Green	Oaktown	United States	false
OTO	Vor	Otto	United States	false
OTP	Henri Coanda International	Bucharest	Romania	true
OTR	Coto 47	Coto 47	Costa Rica	false
OTS	Anacortes	Anacortes	United States	false
OTT	Andre Maggi	Cotriguacu	Brazil	false
OTU	Otu	Otu	Colombia	false
OTY	Oria	Oria	Papua New Guinea	false
OTZ	Kotzebue	Kotzebue	United States	false
OUA	Ouagadougou	Ouagadougou	Burkina Faso	false
OUD	Angads	Oujda	Morocco	true
OUE	Ouesso	Ouesso	Republic of the Congo	false
OUG	Ouahigouya	Ouahigouya	Burkina Faso	false
OUH	Oudtshoorn	Oudtshoorn	South Africa	false
OUI	Ban Houei	Ban Houei	Laos	false
OUK	Outer Skerries	Outer Skerries	United Kingdom	false
OUL	Oulu	Oulu	Finland	false
OUM	Oum Hadjer	Oum Hadjer	Chad	false
OUN	Max Westheimer	Norman	United States	false
OUR	Batouri	Batouri	Cameroon	false
OUS	Ourinhos	Ourinhos	Brazil	false
OUT	Bousso	Bousso	Chad	false
OUU	Ouanga	Ouanga	Gabon	false
OUZ	Zouerate	Zouerate	Mauritania	false
OVA	Bekily	Bekily	Madagascar	false
OVB	Tolmachevo	Novosibirsk	Russia	true
OVD	Asturias	Oviedo	Spain	false
OVE	Oroville	Oroville	United States	false
OVG	Overberg (FAOB)	Overberg	South Africa	false
OVL	Ovalle	Ovalle	Chile	false
OVR	Olavarria	Olavarria	Argentina	false
OVS	Sovetsky	Sovetsky	Russia	false
OWA	Owatonna	Owatonna	United States	false
OWB	Daviess County	Owensboro	United States	false
OWD	Memorial	Norwood	United States	false
OWE	Owendo	Owendo	Gabon	false
OWK	Central Maine Airport of Norridgewock	Norridgewock	United States	false
OXB	Osvaldo Vieira International	Bissau	Guinea-Bissau	false
OXC	Waterbury-oxford	Oxford	United States	false
OXD	Miami University	Oxford	United States	false
OXF	Oxford (Kidlington)	Oxford	United Kingdom	false
OXO	Orientos	Orientos	Australia	false
OXR	Ventura	Ventura	United States	false
OXY	Morney	Morney	Australia	false
OYA	Goya	Goya	Argentina	false
OYE	Oyem	Oyem	Gabon	false
OYG	Moyo	Moyo	Uganda	false
OYK	Oiapoque	Oiapoque	Brazil	false
OYL	Moyale	Moyale	Kenya	false
OYN	Ouyen	Ouyen	Australia	false
OYO	Tres Arroyos	Tres Arroyos	Argentina	false
OYP	St-Georges (Oyapock)	St Georges de lOyapock	French Guiana	false
OYS	Yosemite Ntl Park	Yosemite	United States	false
OZA	Ozona Municipalcipal	Ozona	United States	false
OZC	Labo	Ozamis City	Philippines	false
OZG	Zagora	Zagora	Morocco	false
OZH	Zaporozhye	Zaporozhye	Ukraine	false
OZI	Bobadilla	Bobadilla	Spain	false
OZL	Orzola Ferry Port	Orzola	Spain	false
OZP	Moron	Moron	Spain	false
OZR	Cairns AAF	Ozark	United States	false
OZU	Montilla	Montilla	Spain	false
OZZ	Ouarzazate	Ouarzazate	Morocco	false
PAA	Pa-an	Pa-an	Myanmar	false
PAB	Bilaspur	Bilaspur	India	false
PAC	Paitilla-Marcos A. Gelabert	Panama City	Panama	false
PAD	Paderborn/Lippstadt	Paderborn	Germany	false
PAE	Snohomish County - Paine Field	Everett	United States	false
PAF	Pakuba	Pakuba	Uganda	false
PAG	Pagadian	Pagadian	Philippines	false
PAH	Barkley Regional	Paducah	United States	false
PAJ	Para Chinar	Para Chinar	Pakistan	false
PAK	Port Allen	Hanapepe	United States	false
PAL	Palanquero	Palanquero	Colombia	false
PAM	Tyndall AFB	Panama City	United States	false
PAN	Pattani	Pattani	Thailand	false
PAO	Palo Alto	Palo Alto	United States	false
PAP	Toussaint Louverture International	Port Au Prince	Haiti	false
PAQ	Palmer Municipalcipal	Palmer	United States	false
PAS	Paros	Paros	Greece	false
PAT	Jayaprakash Narayan	Patna	India	true
PAU	Pauk	Pauk	Myanmar	false
PAV	Paulo Afonso	Paulo Afonso	Brazil	false
PAW	Pambwa	Pambwa	Papua New Guinea	false
PAX	Port De Paix	Port De Paix	Haiti	false
PAY	Pamol	Pamol	Malaysia	false
PAZ	Tajin	Poza Rica	Mexico	false
PBA	Point Barrow	Barrow	United States	false
PBB	Paranaiba	Paranaiba	Brazil	false
PBC	Hermanos Serdan International	Puebla Atlixco	Mexico	false
PBD	Porbandar	Porbandar	India	false
PBE	Puerto Berrio	Puerto Berrio	Colombia	false
PBF	Grider Field	Pine Bluff	United States	false
PBG	Plattsburgh International	Plattsburgh	United States	false
PBH	Paro	Paro	Bhutan	false
PBI	Palm Beach International Airport	West Palm Beach	United States	true
PBJ	Paama	Paama	Vanuatu	false
PBK	Pack Creek	Pack Creek	United States	false
PBL	Puerto Cabello	Puerto Cabello	Venezuela	false
PBM	Zanderij International	Paramaribo	Suriname	false
PBN	Porto Amboim	Porto Amboim	Angola	false
PBO	Paraburdoo	Paraburdoo	Australia	false
PBP	Punta Islita	Punta Islita	Costa Rica	false
PBQ	Pimenta Bueno	Pimenta Bueno	Brazil	false
PBR	Puerto Barrios	Puerto Barrios	Guatemala	false
PBS	Patong Beach	Patong Beach	Thailand	false
PBT	Puerto Leda	Puerto Leda	Paraguay	false
PBU	Putao	Putao	Myanmar	false
PBV	Porto Dos Gauchos	Porto Dos Gauchos	Brazil	false
PBW	Palibelo	Palibelo	Indonesia	false
PBX	Porto Alegre Do Norte	Porto Alegre Do Norte	Brazil	false
PBY	Hamilton/Proserpine	Peppers Palm Bay	Australia	false
PBZ	Plettenberg Bay	Plettenberg Bay	South Africa	false
PCA	Portage Creek	Portage Creek	United States	false
PCB	Pondok Cabe	Pondok Cabe	Indonesia	false
PCC	Puerto Rico	Puerto Rico	Colombia	false
PCD	Prairie du Chien Municipal Airport	Prairie Du Chien	United States	false
PCE	Painter Creek	Painter Creek	United States	false
PCF	Potchefstroom	Potchefstroom	South Africa	false
PCG	Paso Caballos	Paso Caballos	Guatemala	false
PCH	Palacios	Palacios	Honduras	false
PCJ	Puerto La Victoria	Puerto La Victoria	Paraguay	false
PCK	Porcupine Creek	Porcupine Creek	United States	false
PCL	Captain Rolden International Airport	Pucallpa	Peru	false
PCM	Playa Del Carmen	Playa Del Carmen	Mexico	false
PCN	Koromiko	Picton	New Zealand	false
PCO	Punta Colorada	Punta Colorada	Mexico	false
PCP	Principe	Principe	Sao Tome and Principe	false
PCQ	Bounneua	Phongsaly	Laos	false
PCR	Puerto Carreno	Puerto Carreno	Colombia	false
PCS	Picos	Picos	Brazil	false
PCT	Princeton	Princeton	United States	false
PCU	Pearl River County	Picayune	United States	false
PCV	Punta Chivato	Punta Chivato	Mexico	false
PDA	Puerto Inirida	Puerto Inirida	Colombia	false
PDB	Pedro Bay	Pedro Bay	United States	false
PDC	Mueo	Mueo	New Caledonia	false
PDD	Ponta de Ouro	Ponta de Ouro	Mozambique	false
PDE	Pandie Pandie	Pandie Pandie	Australia	false
PDF	Prado	Prado	Brazil	false
PDG	Minangkabau International Airport	Padang	Indonesia	true
PDI	Pindiu	Pindiu	Papua New Guinea	false
PDK	Dekalb-Peachtree	Atlanta	United States	false
PDL	Joao Paulo II	Ponta Delgada	Portugal	false
PDN	Parndana	Parndana	Australia	false
PDO	Pendopo	Pendopo	Indonesia	false
PDP	Capitan Corbeta CA Curbelo International Airport	Maldonado	Uruguay	false
PDR	Presidente Dutra	Presidente Dutra	Brazil	false
PDS	Piedras Negras	Piedras Negras	Mexico	false
PDT	Pendleton	Pendleton	United States	false
PDU	Paysandu	Paysandu	Uruguay	false
PDV	Plovdiv	Plovdiv	Bulgaria	false
PDX	Portland International	Portland	United States	true
PDZ	Pedernales	Pedernales	Venezuela	false
PEA	Penneshaw	Penneshaw	Australia	false
PEB	Pebane	Pebane	Mozambique	false
PEC	Pelican SPB	Pelican	United States	false
PED	Pardubice	Pardubice	Czech Republic	false
PEE	Bolshoye Savino	Perm	Russia	true
PEF	Peenemuende	Peenemuende	Germany	false
PEG	Sant Egidio	Perugia	Italy	false
PEH	Pehuajo	Pehuajo	Argentina	false
PEI	Matecana	Pereira	Colombia	false
PEJ	Peschiei	Peschiei	Italy	false
PEK	Beijing Capital International	Beijing	China	true
PEL	Pelaneng	Pelaneng	Lesotho	false
PEM	Puerto Maldonado	Puerto Maldonado	Peru	false
PEN	Penang International	Penang	Malaysia	true
PEP	Peppimenarti	Peppimenarti	Australia	false
PEQ	Pecos City	Pecos City	United States	false
PER	Perth International	Perth	Australia	true
PES	Petrozavodsk	Petrozavodsk	Russia	false
PET	Federal	Pelotas	Brazil	false
PEU	Puerto Lempira	Puerto Lempira	Honduras	false
PEV	Pecs Pogany	Pecs	Hungary	false
PEW	Peshawar	Peshawar	Pakistan	false
PEX	Pechora	Pechora	Russia	false
PEY	Penong	Penong	Australia	false
PEZ	Penza	Penza	Russia	false
PFA	Paf Warren	Paf Warren	United States	false
PFB	Passo Fundo	Passo Fundo	Brazil	false
PFC	Pacific City State	Pacific City	United States	false
PFD	Port Frederick	Port Frederick	United States	false
PFJ	Patreksfjordur	Patreksfjordur	Iceland	false
PFL	Florenc Bus Station	Prague	Czech Republic	false
PFO	International	Paphos	Cyprus	true
PFQ	Parsabad	Parsabad	Iran	false
PFR	Ilebo	Ilebo	Democratic Republic of the Congo	false
PGA	Page	Page	United States	false
PGB	Pangoa	Pangoa	Papua New Guinea	false
PGC	Grant County	Petersburg	United States	false
PGD	Charlotte County	Punta Gorda	United States	false
PGE	Yegepa	Yegepa	Papua New Guinea	false
PGF	Llabanere	Perpignan	France	false
PGG	Progresso	Progresso	Brazil	false
PGH	Pantnagar	Pantnagar	India	false
PGI	Chitato	Chitato	Angola	false
PGK	Pangkalpinang	Pangkalpinang	Indonesia	true
PGL	Jackson County	Pascagoula	United States	false
PGM	Port Graham	Port Graham	United States	false
PGN	Pangia	Pangia	Papua New Guinea	false
PGO	Stevens Field	Pagosa Springs	United States	false
PGP	Porto Alegre	Porto Alegre	Sao Tome and Principe	false
PGR	Paragould Kirk Field	Paragould	United States	false
PGS	Peach Springs	Peach Springs	United States	false
PGU	Persian Gulf International	Asaloyeh	Iran	false
PGV	Pitt-Greenville	Greenville	United States	false
PGX	Bassillac	Perigueux	France	false
PGZ	Sant'Ana	Ponta Grossa	Brazil	false
PHA	Phan Rang	Phan Rang	Vietnam	false
PHB	Santos Dumont	Parnaiba	Brazil	false
PHC	Port Harcourt	Port Harcourt	Nigeria	false
PHD	Harry Clever Field	New Philadelphia	United States	false
PHE	Port Hedland	Port Hedland	Australia	false
PHF	Newport News/Williamsb	Newport News	United States	false
PHG	Port Harcourt City	Port Harcourt	Nigeria	false
PHH	Phan Thiet	Phan Thiet	Vietnam	false
PHI	Pinheiro	Pinheiro	Brazil	false
PHJ	Port Hunter	Newcastle	Australia	false
PHK	Palm Beach Co Glades	Pahokee	United States	false
PHL	Philadelphia International	Philadelphia	United States	false
PHN	St Clair County International	Port Huron	United States	false
PHO	Point Hope	Point Hope	United States	false
PHP	Philip	Philip	United States	false
PHR	Pacific Harbor	Pacific Harbor	Fiji	false
PHS	Phitsanulok	Phitsanulok	Thailand	false
PHT	Henry County	Paris	United States	false
PHU	Phu Vinh	Phu Vinh	Vietnam	false
PHW	Phalaborwa	Phalaborwa	South Africa	false
PHX	Sky Harbor International	Phoenix	United States	true
PHY	Phetchabun	Phetchabun	Thailand	false
PHZ	Phi Phi Island	Phi Phi Island	Thailand	false
PIA	Greater Peoria	Peoria	United States	false
PIB	Hattiesburg-Laurel Regional	Laurel	United States	false
PIC	Pine Cay	Pine Cay	Turks and Caicos Islands	false
PIE	St. Petersburg-Clearwater International	Tampa	United States	false
PIF	Pingtung	Pingtung	Taiwan	false
PIG	Pitinga	Pitinga	Brazil	false
PIH	Pocatello	Pocatello	United States	false
PII	Phillips Field	Fairbanks	United States	false
PIK	Prestwick	Glasgow	United Kingdom	false
PIL	Pilar	Pilar	Paraguay	false
PIM	Garden Harris County	Pine Mountain	United States	false
PIN	Parintins	Parintins	Brazil	false
PIO	Pisco	Pisco	Peru	false
PIP	Pilot Point	Pilot Point	United States	false
PIQ	Pipillipai	Pipillipai	Guyana	false
PIR	Pierre	Pierre	United States	false
PIS	Biard	Poitiers	France	false
PIT	Pittsburgh International	Pittsburgh	United States	false
PIU	Piura	Piura	Peru	false
PIV	Pirapora	Pirapora	Brazil	false
PIW	Pikwitonei	Pikwitonei	Canada	false
PIX	Pico Island	Pico Island	Portugal	false
PIZ	Dew Station	Point Lay	United States	false
PJA	Pajala	Pajala	Sweden	false
PJB	Payson	Payson	United States	false
PJC	Pedro Juan Caballero	Pedro Juan Caballero	Paraguay	false
PJG	Panjgur	Panjgur	Pakistan	false
PJM	Puerto Jimenez	Puerto Jimenez	Costa Rica	false
PJS	Port San Juan	Port San Juan	United States	false
PJZ	Puerto Juarez	Puerto Juarez	Mexico	false
PKA	SPB	Napaskiak	United States	false
PKB	Wood County	Parkersburg	United States	false
PKC	Yelizovo	Petropavlovsk-Kamchats	Russia	true
PKD	Park Rapids	Park Rapids	United States	false
PKE	Parkes	Parkes	Australia	false
PKF	Park Falls	Park Falls	United States	false
PKG	Pangkor Airport	Pangkor	Malaysia	false
PKH	Alexion	Porto Kheli	Greece	false
PKJ	Playa Grande	Playa Grande	Guatemala	false
PKK	Pakokku	Pakokku	Myanmar	false
PKL	Pakatoa Island	Pakatoa Island	New Zealand	false
PKM	Port Kaituma	Port Kaituma	Guyana	false
PKN	Pangkalanbuun	Pangkalanbuun	Indonesia	false
PKO	Parakou	Parakou	Benin	false
PKP	Puka Puka	Puka Puka	French Polynesia	false
PKR	Pokhara	Pokhara	Nepal	false
PKS	Paksane	Paksane	Laos	false
PKT	Port Keats	Port Keats	Australia	false
PKU	Sultan Syarif Kasim II	Pekanbaru	Indonesia	false
PKV	Pskov	Pskov	Russia	false
PKW	Selebi-Phikwe	Selebi-Phikwe	Botswana	false
PKX	Beijing Daxing International Airport	Beijing	China	true
PKY	Cilik Riwut (Tjilik Riwoet)	Palangkaraya	Indonesia	false
PKZ	Pakse	Pakse	Laos	false
PLA	Planadas	Planadas	Colombia	false
PLC	Planeta Rica	Planeta Rica	Colombia	false
PLD	Playa Samara	Playa Samara	Costa Rica	false
PLE	Paiela	Paiela	Papua New Guinea	false
PLF	Pala	Pala	Chad	false
PLI	Palm Island	Palm Island	Saint Vincent and the Grenadines	false
PLJ	Placencia	Placencia	Belize	false
PLK	M. Graham Clark - Taney County	Point Lookout	United States	false
PLL	Ponta Pelada	Ponta Pelada	Brazil	false
PLM	Mahmud Badaruddin II	Palembang	Indonesia	true
PLN	Emmet County	Pellston	United States	false
PLO	Port Lincoln	Port Lincoln	Australia	false
PLP	La Palma	La Palma	Panama	false
PLQ	Palanga International	Klaipeda	Lithuania	false
PLR	St Clair County	Pell City	United States	false
PLS	International	Providenciales	Turks and Caicos Islands	false
PLT	Plato	Plato	Colombia	false
PLU	Pampulha	Belo Horizonte	Brazil	false
PLV	Poltava	Poltava	Ukraine	false
PLW	Mutiara	Palu	Indonesia	false
PLX	Semipalatinsk	Semipalatinsk	Kazakhstan	false
PLY	Plymouth	Plymouth	United States	false
PLZ	Port Elizabeth	Port Elizabeth	South Africa	true
PMA	Wawi	Pemba	Tanzania	false
PMB	Intermediate	Pembina	United States	false
PMC	El Tepual	Puerto Montt	Chile	true
PMD	La Palmdale Regional Airport	Palmdale	United States	false
PME	Portsmouth	Portsmouth	United Kingdom	false
PMF	Giuseppe Verdi	Milan	Italy	false
PMG	International	Ponta Pora	Brazil	false
PMH	Greater Portsmouth Regional	Portsmouth	United States	false
PMI	Palma de Mallorca Airport	Palma Mallorca	Spain	true
PMK	Palm Island	Palm Island	Australia	false
PML	AFS	Port Moller	United States	false
PMM	Phanom Sarakham	Phanom Sarakham	Thailand	false
PMN	Pumani	Pumani	Papua New Guinea	false
PMO	Punta Raisi	Palermo	Italy	true
PMP	Pimaga	Pimaga	Papua New Guinea	false
PMQ	Perito Moreno	Perito Moreno	Argentina	false
PMR	Palmerston North	Palmerston North	New Zealand	false
PMS	Palmyra	Palmyra	Syria	false
PMT	Paramakotoi	Paramakotoi	Guyana	false
PMU	SPB	Paimiut	United States	false
PMV	Del Caribe International (Gen. Santiago Marino)	Porlamar	Venezuela	false
PMW	Palmas	Palmas	Brazil	true
PMX	Metropolitan	Palmer	United States	false
PMY	El Tehuelche	Puerto Madryn	Argentina	false
PMZ	Palmar Sur	Palmar	Costa Rica	false
PNA	Pamplona	Pamplona	Spain	false
PNB	Porto Nacional	Porto Nacional	Brazil	false
PNC	Ponca City	Ponca City	United States	false
PND	Punta Gorda	Punta Gorda	Belize	false
PNE	North Philadelphia	Philadelphia	United States	false
PNF	Peterson's Point	Peterson's Point	United States	false
PNG	Paranagua	Paranagua	Brazil	false
PNH	Phnom Penh International	Phnom Penh	Cambodia	true
PNI	Pohnpei	Pohnpei	Micronesia	false
PNJ	Peng Lai/Sha He Kou	Peng Lai	China	false
PNK	Supadio	Pontianak	Indonesia	true
PNL	Pantelleria	Pantelleria	Italy	false
PNN	Princeton	Princeton	United States	false
PNP	Girua	Popondetta	Papua New Guinea	false
PNQ	Lohegaon	Pune	India	true
PNR	Pointe-Noire	Pointe-Noire	Republic of the Congo	false
PNS	Regional	Pensacola	United States	false
PNT	Teniente J. Gallardo	Puerto Natales	Chile	false
PNU	Panguitch	Panguitch	United States	false
PNV	Panevezys	Panevezys	Lithuania	false
PNX	Grayson County	Sherman-Denison	United States	false
PNY	Pondicherry	Pondicherry	India	false
PNZ	Internacional	Petrolina	Brazil	false
POA	Salgado Filho	Porto Alegre	Brazil	true
POB	Pope AFB	Fayetteville	United States	false
POC	Brackett Field	La Verne	United States	false
POD	Podor	Podor	Senegal	false
POE	Polk AAF	Fort Polk	United States	false
POF	Earl Fields Memorial	Poplar Bluff	United States	false
POG	Port Gentil	Port Gentil	Gabon	false
POH	Pocahontas Municipal	Pocahontas	United States	false
POI	Potosi	Potosi	Bolivia	false
POJ	Patos De Minas	Patos De Minas	Brazil	false
POL	Porto Amelia	Pemba	Mozambique	false
POM	Jackson Field	Port Moresby	Papua New Guinea	false
PON	Poptun	Poptun	Guatemala	false
POO	Pocos De Caldas	Pocos De Caldas	Brazil	false
POP	La Union	Puerto Plata	Dominican Republic	false
POQ	Polk Inlet	Polk Inlet	United States	false
POR	Pori	Pori	Finland	false
POS	Piarco International	Port Of Spain	Trinidad and Tobago	false
POT	Ken Jones	Port Antonio	Jamaica	false
POU	Dutchess County	Poughkeepsie	United States	false
POV	Presov	Presov	Slovakia	false
POW	Portoroz	Portoroz	Slovenia	false
POX	Paris Cergy Pontoise	Paris	France	false
POY	Powell	Powell	United States	false
POZ	Lawica	Poznan	Poland	true
PPA	Perry Lefors Field	Pampa	United States	false
PPB	Adhemar De Barros	Presidente Prudente	Brazil	false
PPC	Prospect Creek	Prospect Creek	United States	false
PPE	Puerto Penasco	Puerto Penasco	Mexico	false
PPF	Tri-City	Parsons	United States	false
PPG	International	Pago Pago	American Samoa	false
PPH	Peraitepuy	Peraitepuy	Venezuela	false
PPI	Port Pirie	Port Pirie	Australia	false
PPJ	Pulau Panjang	Pulau Panjang	Indonesia	false
PPK	Petropavlovsk	Petropavlovsk	Kazakhstan	false
PPL	Phaplu	Phaplu	Nepal	false
PPM	Pompano Beach	Pompano Beach	United States	false
PPN	Machangara	Popayan	Colombia	false
PPO	Powell Point	Powell Point	Bahamas	false
PPP	Whitsunday Coast	Proserpine	Australia	false
PPQ	Paraparaumu	Paraparaumu	New Zealand	false
PPR	Pasir Pangarayan	Pasir Pangarayan	Indonesia	false
PPS	Puerto Princesa	Puerto Princesa	Philippines	true
PPT	Faa'a	Papeete	French Polynesia	false
PPU	Papun	Papun	Myanmar	false
PPV	Port Protection	Port Protection	United States	false
PPW	Papa Westray	Papa Westray	United Kingdom	false
PPX	Param	Param	Papua New Guinea	false
PPY	Pouso Alegre	Pouso Alegre	Brazil	false
PPZ	Puerto Paez	Puerto Paez	Venezuela	false
PQC	Duong Dong	Phu Quoc	Vietnam	true
PQD	Pasikudha SPB	Batticaloa	Sri Lanka	false
PQI	Presque Isle Municipal	Presque Isle	United States	false
PQM	Palenque	Palenque	Mexico	false
PQQ	Port Macquarie	Port Macquarie	Australia	false
PQS	Pilot Station	Pilot Station	United States	false
PQT	Heliport	Qeqertaq	Greenland	false
PRA	Parana	Parana	Argentina	false
PRB	Paso Robles	Paso Robles	United States	false
PRC	Prescott	Prescott	United States	false
PRD	Pardoo	Pardoo	Australia	false
PRE	Pore	Pore	Colombia	false
PRF	Port Johnson	Port Johnson	United States	false
PRG	Vaclav Havel	Prague	Czech Republic	true
PRH	Phrae	Phrae	Thailand	false
PRI	Praslin Island	Praslin Island	Seychelles	false
PRJ	Capri	Capri	Italy	false
PRK	Prieska	Prieska	South Africa	false
PRL	Port Oceanic	Port Oceanic	United States	false
PRM	Portimao	Portimao	Portugal	false
PRN	Pristina International	Pristina	Serbia	true
PRO	Perry Municipal	Perry	United States	false
PRP	Propriano	Propriano	France	false
PRQ	Pres. Roque Saenz Pena	Pres. Roque Saenz Pena	Argentina	false
PRR	Paruima	Paruima	Guyana	false
PRS	Parasi	Parasi	Solomon Islands	false
PRT	Coast Guard Heliport	Point Retreat	United States	false
PRU	Prome	Prome	Myanmar	false
PRV	Prerov	Prerov	Czech Republic	false
PRW	Prentice	Prentice	United States	false
PRX	Cox Field	Paris	United States	false
PRY	Wonderboom Airport.	Pretoria	South Africa	false
PRZ	Prineville	Prineville	United States	false
PSA	Galileo Galilei	Pisa	Italy	true
PSB	Bellefonte	Bellefonte	United States	false
PSC	Tri-cities	Pasco	United States	false
PSD	Port Said	Port Said	Egypt	false
PSE	Mercedita	Ponce	Puerto Rico	false
PSF	Pittsfield	Pittsfield	United States	false
PSG	Petersburg James A Johnson	Petersburg	United States	false
